Número,NI Beneficiário,Origem,Situação,Valor,NIs_iguais,Tempo_decorrido,Natureza do Processo,Forma de Cadastramento,Crédito,Situação Cadastral - Código,País - Código,Estrangeiro,Nacionalidade - Código,Sexo - Código,UF,Município - Código,Telefone - DDD,Idade,Tempo de Óbito
996,2624,Fazendário,CREDITADA,462.44,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,GO,9635,62,32,0
997,1489,Fazendário,CREDITADA,1036.79,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MS,9011,67,40,0
998,1566,Fazendário,CREDITADA,1762.19,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,6475,13,59,0
999,1507,Fazendário,CREDITADA,538.15,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5853,21,59,0
1000,1937,Fazendário,CREDITADA,53.02,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,5091,31,35,0
1001,1963,Fazendário,CREDITADA,53.4,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4167,0,24,0
1002,1963,Fazendário,CREDITADA,53.14,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4167,0,24,0
1003,1963,Fazendário,CREDITADA,53.04,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4167,0,24,0
1004,1963,Fazendário,CREDITADA,52.11,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4167,0,24,0
1005,1963,Fazendário,CREDITADA,51.88,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4167,0,24,0
1006,1963,Fazendário,CREDITADA,51.45,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4167,0,24,0
1007,1963,Fazendário,CREDITADA,51.07,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4167,0,24,0
1008,2431,Fazendário,CREDITADA,52.64,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4743,37,34,0
1009,2431,Fazendário,CREDITADA,52.11,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4743,37,34,0
1010,2431,Fazendário,CREDITADA,51.88,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4743,37,34,0
1011,2646,Fazendário,CREDITADA,52.11,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,628,0,40,0
1012,2800,Fazendário,CREDITADA,61.98,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,5403,34,38,0
1013,2399,Fazendário,CREDITADA,51.07,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4365,0,62,0
1014,3728,Fazendário,CREDITADA,51.57,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,5425,31,21,0
1015,2793,Fazendário,CREDITADA,51.07,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4513,0,42,0
1016,2793,Fazendário,CREDITADA,0.34,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4513,0,42,0
1017,43,Fazendário,CREDITADA,52.64,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4479,32,64,0
1018,3424,Fazendário,CREDITADA,55.29,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4819,11,37,0
1019,1122,Fazendário,CREDITADA,51.07,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4865,38,45,0
1020,779,Fazendário,CREDITADA,461.04,S,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,MG,4593,11,32,0
1021,3171,Fazendário,CREDITADA,289.82,S,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,MG,4359,31,29,0
1022,2395,Fazendário,CREDITADA,1921.72,S,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,MG,4111,32,25,0
1023,197,Fazendário,CREDITADA,64.65,S,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,MG,4223,35,54,0
1024,1369,Fazendário,CREDITADA,3267.02,S,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7667,43,57,0
1025,581,Fazendário,CREDITADA,160.76,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8801,51,55,0
1026,1152,Fazendário,CREDITADA,145.21,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1027,1152,Fazendário,CREDITADA,154.24,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1028,1152,Fazendário,CREDITADA,154.02,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1029,3776,Fazendário,CREDITADA,3530.48,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,5343,31,58,0
1030,1152,Fazendário,CREDITADA,183.8,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1031,1152,Fazendário,CREDITADA,172.96,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1032,1152,Fazendário,CREDITADA,145.54,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1033,1152,Fazendário,CREDITADA,145.79,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1034,1152,Fazendário,CREDITADA,154.04,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1035,1152,Fazendário,CREDITADA,154.17,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1036,1270,Fazendário,CREDITADA,1577.54,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PR,7535,11,44,0
1037,1152,Fazendário,CREDITADA,145.63,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1038,1152,Fazendário,CREDITADA,145.09,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1039,1152,Fazendário,CREDITADA,153.9,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1040,1152,Fazendário,CREDITADA,153.98,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1041,1152,Fazendário,CREDITADA,154.29,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RS,8599,54,47,0
1042,1011,Fazendário,CREDITADA,52.98,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1043,1011,Fazendário,CREDITADA,52.71,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1044,1011,Fazendário,CREDITADA,52.49,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1045,1011,Fazendário,CREDITADA,56.13,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1046,1011,Fazendário,CREDITADA,55.88,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1047,1011,Fazendário,CREDITADA,55.25,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1048,1011,Fazendário,CREDITADA,55.51,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1049,1011,Fazendário,CREDITADA,62.16,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1050,1011,Fazendário,CREDITADA,57.01,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1051,1011,Fazendário,CREDITADA,61.97,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1052,1011,Fazendário,CREDITADA,61.76,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1053,1011,Fazendário,CREDITADA,55.47,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1054,1011,Fazendário,CREDITADA,53.56,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SE,3105,79,57,0
1055,2381,Fazendário,CREDITADA,58.58,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,614,38,34,0
1056,1224,Fazendário,CREDITADA,52.36,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,2699,0,44,0
1057,2297,Fazendário,CREDITADA,7636.99,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,6913,15,30,0
1058,2102,Fazendário,CREDITADA,687.64,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,7099,24,31,0
1059,2102,Fazendário,CREDITADA,587.62,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,7099,24,31,0
1060,2702,Fazendário,CREDITADA,23.35,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,BA,3531,75,29,0
1061,1976,Fazendário,CREDITADA,52.36,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,5049,35,65,0
1062,2123,Fazendário,CREDITADA,51.26,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4959,34,33,0
1063,1314,Fazendário,CREDITADA,51.88,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4123,0,40,0
1064,1314,Fazendário,CREDITADA,51.64,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4123,0,40,0
1065,1314,Fazendário,CREDITADA,51.45,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4123,0,40,0
1066,1314,Fazendário,CREDITADA,51.26,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4123,0,40,0
1067,855,Fazendário,CREDITADA,51.45,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4481,31,34,0
1068,2931,Fazendário,CREDITADA,63.47,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,5343,31,45,0
1069,801,Fazendário,CREDITADA,850.49,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,7107,11,50,0
1070,75,Fazendário,CREDITADA,328.66,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,PB,2051,83,47,0
1071,75,Fazendário,CREDITADA,328.66,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,PB,2051,83,47,0
1072,3187,Fazendário,CREDITADA,230.5,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,4123,31,38,0
1073,3187,Fazendário,CREDITADA,294.15,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,4123,31,38,0
1074,3187,Fazendário,CREDITADA,657.27,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,4123,31,38,0
1075,584,Fazendário,CREDITADA,1000.64,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,BA,3817,75,39,0
1076,3539,Fazendário,CREDITADA,12.63,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5847,21,37,0
1077,1718,Fazendário,CREDITADA,1927.66,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,43,0
1078,135,Fazendário,CREDITADA,63.79,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,5403,67,28,0
1079,1999,Fazendário,CREDITADA,184.73,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,CE,1389,85,50,0
1080,219,Fazendário,CREDITADA,562.11,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,6789,11,45,0
1081,2263,Fazendário,CREDITADA,75.31,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,6619,11,41,0
1082,3072,Fazendário,CREDITADA,11.87,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,4633,31,32,0
1083,3072,Fazendário,CREDITADA,50.84,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,4633,31,32,0
1084,3025,Fazendário,CREDITADA,51.51,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,BA,3849,71,34,0
1085,3025,Fazendário,CREDITADA,53.49,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,BA,3849,71,34,0
1086,631,Fazendário,CREDITADA,51.45,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4553,0,31,0
1087,1645,Fazendário,CREDITADA,53.57,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4243,0,37,0
1088,1645,Fazendário,CREDITADA,53.14,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4243,0,37,0
1089,1645,Fazendário,CREDITADA,52.87,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4243,0,37,0
1090,1054,Fazendário,CREDITADA,53.14,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,5273,35,27,0
1091,1280,Fazendário,CREDITADA,51.26,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,SP,6291,31,25,0
1092,1357,Fazendário,CREDITADA,52.87,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4123,31,39,0
1093,3426,Fazendário,CREDITADA,53.81,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4601,0,30,0
1094,3426,Fazendário,CREDITADA,54.28,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4601,0,30,0
1095,3426,Fazendário,CREDITADA,51.64,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4601,0,30,0
1096,3630,Fazendário,CREDITADA,52.71,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,5343,31,69,0
1097,629,Fazendário,CREDITADA,395.72,S,0,ELETRÔNICO,Manual,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,4751,31,46,0
1098,1739,Fazendário,CREDITADA,52.64,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4211,0,54,0
1099,1739,Fazendário,CREDITADA,52.36,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4211,0,54,0
1100,1739,Fazendário,CREDITADA,52.11,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4211,0,54,0
1101,1739,Fazendário,CREDITADA,51.64,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4211,0,54,0
1102,1739,Fazendário,CREDITADA,51.45,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4211,0,54,0
1103,1739,Fazendário,CREDITADA,51.26,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4211,0,54,0
1104,1739,Fazendário,CREDITADA,51.07,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4211,0,54,0
1105,3768,Fazendário,CREDITADA,53.02,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4445,37,25,0
1106,564,Fazendário,CREDITADA,453.71,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,SP,6377,11,30,0
1107,647,Fazendário,CREDITADA,234.32,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PI,1219,86,31,0
1108,647,Fazendário,CREDITADA,1088.49,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PI,1219,86,31,0
1109,2489,Fazendário,CREDITADA,638.24,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,BA,3833,75,51,0
1110,27,Fazendário,CREDITADA,6908.19,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,SP,6789,11,41,0
1111,1490,Fazendário,CREDITADA,46.76,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Sim,586,M,SP,6875,19,40,0
1112,1847,Fazendário,CREDITADA,10603.4,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,7047,11,46,0
1113,2156,Fazendário,CREDITADA,406.18,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PR,7535,41,41,0
1114,2333,Fazendário,CREDITADA,22.31,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,MG,4553,31,31,0
1115,87,Fazendário,CREDITADA,352.49,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,DF,9701,61,40,0
1116,1341,Fazendário,CREDITADA,134.98,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RN,1761,84,40,0
1117,1768,Fazendário,CREDITADA,24295.71,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,SP,7071,13,45,0
1118,1500,Fazendário,CREDITADA,140.97,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5801,24,43,0
1119,1500,Fazendário,CREDITADA,266.2,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5801,24,43,0
1120,1500,Fazendário,CREDITADA,456.38,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5801,24,43,0
1121,1500,Fazendário,CREDITADA,179.15,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5801,24,43,0
1122,1500,Fazendário,CREDITADA,250.99,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5801,24,43,0
1123,1500,Fazendário,CREDITADA,310.38,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5801,24,43,0
1124,1500,Fazendário,CREDITADA,175.87,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,5801,24,43,0
1125,2649,Fazendário,CREDITADA,0.17,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,4501,11,23,0
1126,3451,Fazendário,CREDITADA,51.64,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,5403,34,25,0
1127,2647,Fazendário,CREDITADA,51.26,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,F,MG,4281,0,28,0
1128,1492,Fazendário,CREDITADA,795.7,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,SP,7107,11,47,0
1129,647,Fazendário,CREDITADA,81.12,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PI,1219,86,31,0
1130,1822,Fazendário,CREDITADA,2356.68,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SP,6219,14,46,0
1131,464,Fazendário,CREDITADA,11137.39,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
1132,2321,Fazendário,CREDITADA,1911.74,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,34,0
1133,464,Fazendário,CREDITADA,20466.84,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
1134,464,Fazendário,CREDITADA,18907.82,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
1135,254,Fazendário,CREDITADA,171.52,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,SC,8179,47,35,0
1136,2140,Fazendário,CREDITADA,3131.15,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,DF,9701,61,49,0
1137,324,Fazendário,CREDITADA,225.19,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4021,0,31,0
1138,2442,Fazendário,CREDITADA,2123.02,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,5883,21,59,0
1139,2492,Fazendário,CREDITADA,844.32,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,SP,7107,11,37,0
1140,1265,Fazendário,CREDITADA,199.94,S,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,MG,4069,34,44,0
1141,854,Fazendário,CREDITADA,51.45,N,0,ELETRÔNICO,Automático,Restituição de Simples Nacional,0,105,Não,105,M,MG,5377,0,23,0
1142,1790,Fazendário,CREDITADA,69.21,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4445,37,44,0
1143,767,Fazendário,CREDITADA,192.2,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,RJ,6001,21,53,0
